"productkey","storekey","risk_profile","total_cash_frozen","total_lost_revenue","total_estimated_impact","impact_bucket","recommended_action"
453,290,mixed_or_stable,1289.310,3154.228,4443.538,1,No action – monitor only
1095,650,systematic_underforecast,0,4442.064,4442.064,1,Prioritize earlier replenishment and protect high-margin SKUs
152,490,mixed_or_stable,2355.6,2085.5472,4441.1472,1,No action – monitor only
2401,999999,systematic_overforecast,2064.690,2369.9210,4434.6110,1,Reduce safety buffers and tighten replenishment thresholds
163,370,systematic_overforecast,1793.602,2636.6832,4430.2852,1,Reduce safety buffers and tighten replenishment thresholds
430,590,systematic_overforecast,1513.930,2915.46,4429.390,1,Reduce safety buffers and tighten replenishment thresholds
2085,590,systematic_underforecast,0,4425,4425,1,Prioritize earlier replenishment and protect high-margin SKUs
538,999999,mixed_or_stable,1488.865,2935.845,4424.710,1,No action – monitor only
419,590,systematic_underforecast,752.52,3667.86,4420.38,1,Prioritize earlier replenishment and protect high-margin SKUs
147,670,systematic_overforecast,4419.772,0,4419.772,1,Reduce safety buffers and tighten replenishment thresholds
420,420,systematic_underforecast,0,4414.1170,4414.1170,1,Prioritize earlier replenishment and protect high-margin SKUs
1622,490,systematic_underforecast,355.544,4058.07,4413.614,1,Prioritize earlier replenishment and protect high-margin SKUs
419,510,mixed_or_stable,1128.780,3284.10,4412.880,1,No action – monitor only
2126,999999,mixed_or_stable,1450.836,2956.9944,4407.8304,1,No action – monitor only
2108,380,mixed_or_stable,849.4872,3556,4405.4872,1,No action – monitor only
1466,74,mixed_or_stable,560.112,3841.92,4402.032,1,No action – monitor only
418,490,mixed_or_stable,1445.115,2955.95250,4401.06750,1,No action – monitor only
158,400,systematic_underforecast,0,4399.960,4399.960,1,Prioritize earlier replenishment and protect high-margin SKUs
423,470,mixed_or_stable,1101.84,3294.5,4396.34,1,No action – monitor only
1832,35,systematic_overforecast,4393.30,0,4393.30,1,Reduce safety buffers and tighten replenishment thresholds
1436,450,mixed_or_stable,759.36,3632.64,4392.00,1,No action – monitor only
1649,420,systematic_underforecast,559.910,3831.73262,4391.64262,1,Prioritize earlier replenishment and protect high-margin SKUs
1660,360,systematic_overforecast,1114.528,3276.887,4391.415,1,Reduce safety buffers and tighten replenishment thresholds
1182,605,mixed_or_stable,1550.58,2839.2,4389.78,1,No action – monitor only
1506,660,mixed_or_stable,2357.432,2027.520,4384.952,1,No action – monitor only
2113,620,mixed_or_stable,1631.637,2752.344,4383.981,1,No action – monitor only
1411,80,mixed_or_stable,1503.528,2879.928,4383.456,1,No action – monitor only
343,440,mixed_or_stable,2184.72,2198,4382.72,1,No action – monitor only
435,100,systematic_overforecast,1376.30,3005.89325,4382.19325,1,Reduce safety buffers and tighten replenishment thresholds
1749,999999,mixed_or_stable,577.760,3804.100,4381.860,1,No action – monitor only
424,550,mixed_or_stable,963.41,3417.567,4380.977,1,No action – monitor only
2104,35,systematic_underforecast,0,4380.075,4380.075,1,Prioritize earlier replenishment and protect high-margin SKUs
1429,440,systematic_overforecast,2498.52,1881.390,4379.910,1,Reduce safety buffers and tighten replenishment thresholds
250,999999,mixed_or_stable,1605.582,2774.0760,4379.6580,1,No action – monitor only
418,400,mixed_or_stable,2339.710,2038.1225,4377.8325,1,No action – monitor only
2504,999999,mixed_or_stable,910.092,3465.77076,4375.86276,1,No action – monitor only
1610,590,mixed_or_stable,1181.784,3189.89,4371.674,1,No action – monitor only
343,240,systematic_overforecast,4369.44,0,4369.44,1,Reduce safety buffers and tighten replenishment thresholds
1466,585,systematic_underforecast,1120.224,3248,4368.224,1,Prioritize earlier replenishment and protect high-margin SKUs
436,620,systematic_underforecast,1410.975,2955.690,4366.665,1,Prioritize earlier replenishment and protect high-margin SKUs
423,440,systematic_overforecast,2065.95,2300.16,4366.11,1,Reduce safety buffers and tighten replenishment thresholds
1128,550,systematic_underforecast,0,4363.920,4363.920,1,Prioritize earlier replenishment and protect high-margin SKUs
427,440,systematic_underforecast,862.72,3498.74,4361.46,1,Prioritize earlier replenishment and protect high-margin SKUs
152,370,systematic_underforecast,0,4360.6896,4360.6896,1,Prioritize earlier replenishment and protect high-margin SKUs
1520,90,systematic_underforecast,3296.256,1064,4360.256,1,Prioritize earlier replenishment and protect high-margin SKUs
1991,999999,mixed_or_stable,1133.949,3225.06082,4359.00982,1,No action – monitor only
335,380,systematic_underforecast,0,4358.904,4358.904,1,Prioritize earlier replenishment and protect high-margin SKUs
1537,240,mixed_or_stable,731.58,3627.008,4358.588,1,No action – monitor only
545,590,mixed_or_stable,912.48,3442.5,4354.98,1,No action – monitor only
424,420,mixed_or_stable,1651.56,2699.5,4351.06,1,No action – monitor only
2087,560,systematic_underforecast,0,4350.50,4350.50,1,Prioritize earlier replenishment and protect high-margin SKUs
1906,999999,mixed_or_stable,1871.9856,2477.9174,4349.9030,1,No action – monitor only
430,670,mixed_or_stable,1445.115,2904.662,4349.777,1,No action – monitor only
1411,440,mixed_or_stable,1330.992,3018.752,4349.744,1,No action – monitor only
437,370,mixed_or_stable,1529.16,2819.436,4348.596,1,No action – monitor only
28,999999,mixed_or_stable,896.3175,3450.6738,4346.9913,1,No action – monitor only
1917,999999,mixed_or_stable,657.459,3688.4288,4345.8878,1,No action – monitor only
462,230,systematic_underforecast,0,4345,4345,1,Prioritize earlier replenishment and protect high-margin SKUs
443,380,systematic_overforecast,1203.675,3141.0,4344.675,1,Reduce safety buffers and tighten replenishment thresholds
1601,590,mixed_or_stable,456.134,3887.7570,4343.8910,1,No action – monitor only
452,590,mixed_or_stable,1121.40,3222.26750,4343.66750,1,No action – monitor only
2103,220,mixed_or_stable,1502.142,2840.736,4342.878,1,No action – monitor only
529,90,mixed_or_stable,431.88,3910.5,4342.38,1,No action – monitor only
1518,80,mixed_or_stable,413.88,3927,4340.88,1,No action – monitor only
2112,440,mixed_or_stable,1091.2500,3243.10,4334.3500,1,No action – monitor only
2096,660,mixed_or_stable,661.7892,3672.33750,4334.12670,1,No action – monitor only
222,999999,mixed_or_stable,1308.30,3025.0885,4333.3885,1,No action – monitor only
1646,550,systematic_underforecast,485.562,3847.75950,4333.32150,1,Prioritize earlier replenishment and protect high-margin SKUs
446,660,systematic_underforecast,672.84,3655.569,4328.409,1,Prioritize earlier replenishment and protect high-margin SKUs
2090,80,systematic_overforecast,1905.93,2419.0,4324.93,1,Reduce safety buffers and tighten replenishment thresholds
1670,999999,mixed_or_stable,854.497,3469.33989,4323.83689,1,No action – monitor only
145,40,systematic_overforecast,4323.690,0,4323.690,1,Reduce safety buffers and tighten replenishment thresholds
419,330,mixed_or_stable,564.39,3758.265,4322.655,1,No action – monitor only
408,500,systematic_underforecast,0,4320.60,4320.60,1,Prioritize earlier replenishment and protect high-margin SKUs
374,90,mixed_or_stable,1721.52,2598,4319.52,1,No action – monitor only
448,360,systematic_underforecast,0,4318.4,4318.4,1,Prioritize earlier replenishment and protect high-margin SKUs
448,530,mixed_or_stable,1376.0,2941.9100,4317.9100,1,No action – monitor only
1895,530,systematic_underforecast,0,4317.3,4317.3,1,Prioritize earlier replenishment and protect high-margin SKUs
1313,999999,systematic_overforecast,2139.929,2177.10,4317.029,1,Reduce safety buffers and tighten replenishment thresholds
446,255,systematic_overforecast,1345.68,2969.32500,4315.00500,1,Reduce safety buffers and tighten replenishment thresholds
1427,500,mixed_or_stable,1332.702,2980.8,4313.502,1,No action – monitor only
1423,480,mixed_or_stable,608.37,3704.4,4312.77,1,No action – monitor only
1433,585,systematic_underforecast,1784.664,2528.064,4312.728,1,Prioritize earlier replenishment and protect high-margin SKUs
379,510,mixed_or_stable,1163.4,3149.16,4312.56,1,No action – monitor only
1467,490,mixed_or_stable,968.940,3337.488,4306.428,1,No action – monitor only
363,540,systematic_underforecast,0,4305.84,4305.84,1,Prioritize earlier replenishment and protect high-margin SKUs
162,100,mixed_or_stable,1582.59,2722.662,4305.252,1,No action – monitor only
2107,270,mixed_or_stable,1455.00,2847.6,4302.60,1,No action – monitor only
436,585,mixed_or_stable,1881.30,2420.64,4301.94,1,No action – monitor only
1169,410,mixed_or_stable,416.448,3885.024,4301.472,1,No action – monitor only
434,190,mixed_or_stable,1101.84,3198.66,4300.50,1,No action – monitor only
164,310,systematic_underforecast,0,4298.94,4298.94,1,Prioritize earlier replenishment and protect high-margin SKUs
164,360,systematic_underforecast,0,4298.94,4298.94,1,Prioritize earlier replenishment and protect high-margin SKUs
1555,50,mixed_or_stable,682.808,3606.4,4289.208,1,No action – monitor only
429,260,systematic_underforecast,2069.025,2219.630,4288.655,1,Prioritize earlier replenishment and protect high-margin SKUs
1017,999999,mixed_or_stable,1411.368,2871.990,4283.358,1,No action – monitor only
30,999999,mixed_or_stable,1160.8926,3122.118,4283.0106,1,No action – monitor only
161,380,mixed_or_stable,1503.4605,2770.428,4273.8885,1,No action – monitor only
1605,190,systematic_underforecast,0,4268.6528,4268.6528,1,Prioritize earlier replenishment and protect high-margin SKUs
1367,999999,mixed_or_stable,681.86,3583.45232,4265.31232,1,No action – monitor only
454,80,mixed_or_stable,2408.0,1856.912,4264.912,1,No action – monitor only
393,400,systematic_underforecast,0,4264.88,4264.88,1,Prioritize earlier replenishment and protect high-margin SKUs
434,310,systematic_underforecast,0,4264.88,4264.88,1,Prioritize earlier replenishment and protect high-margin SKUs
443,550,mixed_or_stable,1123.43,3141.0,4264.43,1,No action – monitor only
365,80,mixed_or_stable,2203.68,2060.56,4264.24,1,No action – monitor only
1688,999999,mixed_or_stable,801.720,3453.88488,4255.60488,1,No action – monitor only
2088,74,mixed_or_stable,699.273,3556,4255.273,1,No action – monitor only
474,999999,mixed_or_stable,1136.59,3117.38,4253.97,1,No action – monitor only
1581,90,mixed_or_stable,1189.984,3062.277,4252.261,1,No action – monitor only
1419,570,mixed_or_stable,949.20,3302.4,4251.60,1,No action – monitor only
1570,50,systematic_underforecast,421.984,3827.964,4249.948,1,Prioritize earlier replenishment and protect high-margin SKUs
2101,310,mixed_or_stable,1089.531,3159.00,4248.531,1,No action – monitor only
2077,999999,mixed_or_stable,1491.6748,2756.62431,4248.29911,1,No action – monitor only
35,999999,mixed_or_stable,1291.4880,2955.06810,4246.55610,1,No action – monitor only
54,440,systematic_underforecast,1151.3418,3091.6016,4242.9434,1,Prioritize earlier replenishment and protect high-margin SKUs
259,999999,mixed_or_stable,1987.6005,2253.4855,4241.0860,1,No action – monitor only
1605,540,mixed_or_stable,970.408,3268.47729,4238.88529,1,No action – monitor only
1647,605,mixed_or_stable,1208.442,3030.13165,4238.57365,1,No action – monitor only
1452,290,mixed_or_stable,1562.984,2673.918,4236.902,1,No action – monitor only
1452,650,mixed_or_stable,134.74,4102,4236.74,1,No action – monitor only
1937,999999,mixed_or_stable,385.425,3850.814466,4236.239466,1,No action – monitor only
1333,999999,mixed_or_stable,1140.784,3092.74652,4233.53052,1,No action – monitor only
436,660,systematic_overforecast,1693.170,2538.72,4231.890,1,Reduce safety buffers and tighten replenishment thresholds
1037,999999,mixed_or_stable,953.480,3276.1300,4229.6100,1,No action – monitor only
1415,480,mixed_or_stable,1710.704,2517.6,4228.304,1,No action – monitor only
907,999999,mixed_or_stable,988,3236.46,4224.46,1,No action – monitor only
1422,630,mixed_or_stable,1328.832,2893.212,4222.044,1,No action – monitor only
1601,380,systematic_overforecast,1338.974,2882.69982,4221.67382,1,Reduce safety buffers and tighten replenishment thresholds
1356,999999,mixed_or_stable,1085.68,3135.44880,4221.12880,1,No action – monitor only
2101,390,systematic_underforecast,0,4217.2650,4217.2650,1,Prioritize earlier replenishment and protect high-margin SKUs
2357,999999,mixed_or_stable,1344.632,2872.3332,4216.9652,1,No action – monitor only
1605,605,mixed_or_stable,1412.376,2804.2033,4216.5793,1,No action – monitor only
348,660,systematic_underforecast,0,4214.48,4214.48,1,Prioritize earlier replenishment and protect high-margin SKUs
426,620,systematic_overforecast,2293.74,1919.616,4213.356,1,Reduce safety buffers and tighten replenishment thresholds
1647,80,mixed_or_stable,1291.212,2916.91794,4208.12994,1,No action – monitor only
375,470,systematic_underforecast,0,4207.98,4207.98,1,Prioritize earlier replenishment and protect high-margin SKUs
1427,590,systematic_underforecast,1332.702,2874.08,4206.782,1,Prioritize earlier replenishment and protect high-margin SKUs
420,80,systematic_underforecast,0,4206.6585,4206.6585,1,Prioritize earlier replenishment and protect high-margin SKUs
1615,380,mixed_or_stable,441.968,3764.0702,4206.0382,1,No action – monitor only
449,440,systematic_underforecast,1925.88,2278.970,4204.850,1,Prioritize earlier replenishment and protect high-margin SKUs
2187,999999,mixed_or_stable,755.022,3447.39012,4202.41212,1,No action – monitor only
914,999999,mixed_or_stable,1212.75,2988.2440,4200.9940,1,No action – monitor only
1436,255,mixed_or_stable,949.20,3250.8,4200.00,1,No action – monitor only
1491,570,mixed_or_stable,737.17,3462.48,4199.65,1,No action – monitor only
1609,74,systematic_overforecast,981.996,3217.63624,4199.63224,1,Reduce safety buffers and tighten replenishment thresholds
1725,999999,mixed_or_stable,1287.605,2911.608,4199.213,1,No action – monitor only
417,100,mixed_or_stable,1101.84,3096.830,4198.670,1,No action – monitor only
1660,670,mixed_or_stable,1018.448,3179.45036,4197.89836,1,No action – monitor only
240,999999,systematic_underforecast,609.76,3586.804,4196.564,1,Prioritize earlier replenishment and protect high-margin SKUs
1577,450,mixed_or_stable,1066.632,3129.729,4196.361,1,No action – monitor only
1439,255,systematic_overforecast,1245.78,2949.8,4195.58,1,Reduce safety buffers and tighten replenishment thresholds
424,230,mixed_or_stable,2064.450,2129.9055,4194.3555,1,No action – monitor only
375,590,systematic_underforecast,0,4194,4194,1,Prioritize earlier replenishment and protect high-margin SKUs
381,290,systematic_underforecast,0,4194,4194,1,Prioritize earlier replenishment and protect high-margin SKUs
423,150,systematic_underforecast,0,4193,4193,1,Prioritize earlier replenishment and protect high-margin SKUs
